id	node	link	layer	offset	easting	northing	elevation	tag	notes
1217	700866	3106075	AUTO/BUS/WALK	101.497678	731534.477649	4771207.337693	0.000000	Amenity	ferry_terminal
1549	5206	3121419	AUTO/BUS/WALK	138.475718	730352.774345	4770157.221075	0.000000	Amenity	ferry_terminal
4544	685774	3129815	AUTO/BUS/WALK	35.144522	736211.247059	4783154.061507	0.000000	Amenity	bus_station
10111	451620	3072709	AUTO/BUS/WALK	20.998309	733347.999298	4775566.545439	0.000000	Amenity	customs
12291	4048	3071122	AUTO/BUS/WALK	17.821082	734245.765042	4777821.312768	0.000000	Amenity	atm
12296	647448	3128801	AUTO/BUS/WALK	45.738229	735773.957980	4779676.916543	0.000000	Amenity	cinema
12360	66586	3072855	AUTO/BUS/WALK	132.282519	734657.912819	4777312.214340	0.000000	Amenity	ferry_terminal
12451	408782	3060065	AUTO/BUS/WALK	62.429357	735524.766368	4776667.722350	0.000000	Amenity	ferry_terminal
12590	560948	3066896	AUTO/BUS/WALK	31.607660	762361.926800	4807806.964500	0.000000	Shop	supermarket
12641	558789	3066177	AUTO/BUS/WALK	52.054811	758030.621339	4805395.581151	0.000000	Amenity	fire_station
12643	572672	3084974	AUTO/BUS/WALK	46.804909	757395.398335	4804442.554557	0.000000	Amenity	hospital
12650	572917	3085010	AUTO/BUS/WALK	56.516633	757515.907072	4805194.309384	0.000000	Amenity	pharmacy
12653	572899	3085042	AUTO/BUS/WALK	26.100514	757186.036923	4805001.035622	0.000000	Amenity	pharmacy
12658	560864	3066880	AUTO/BUS/WALK	23.652566	762047.444401	4807763.527051	0.000000	Amenity	parking
12660	725117	3065777	AUTO/BUS/WALK	29.237658	758319.268605	4805571.117351	0.000000	Amenity	hospital
14389	500918	3053409	AUTO/BUS/WALK	30.386522	734950.782670	4777702.536638	0.000000	Shop	department_store
14539	98346	3088752	AUTO/BUS/WALK	23.900030	734411.072571	4777213.888362	0.000000	Amenity	bus_station
14781	452293	3071923	AUTO/BUS/WALK	34.085893	733769.318283	4777277.284937	0.000000	Amenity	nightclub
15180	512975	3058492	AUTO/BUS/WALK	37.530163	738586.669921	4777526.002114	0.000000	Amenity	library
15188	661054	3098339	AUTO/BUS/WALK	31.291765	736894.099183	4779559.282079	0.000000	Amenity	atm
15230	15228	3123591	AUTO/BUS/WALK	26.252191	736933.915466	4783470.703418	0.000000	Amenity	parking
15268	6580	3122191	AUTO/BUS/WALK	44.595514	734709.354440	4777609.366455	0.000000	Shop	motorcycle
15274	15508	3098345	AUTO/BUS/WALK	52.600853	736959.894371	4779552.019354	0.000000	Shop	motorcycle
15277	935085	3058357	AUTO/BUS/WALK	11.430348	738791.946095	4777799.685751	0.000000	Shop	convenience
15282	513469	3055239	AUTO/BUS/WALK	4.566185	738822.604320	4777823.055109	0.000000	Amenity	courthouse
15287	943459	3060317	AUTO/BUS/WALK	24.547881	735213.840847	4779361.853193	0.000000	Shop	outdoor
15483	531004	3081017	AUTO/BUS/WALK	47.452861	736880.406143	4783063.098292	0.000000	Shop	motorcycle
15551	641317	3100375	AUTO/BUS/WALK	21.464148	736598.626151	4779327.989793	0.000000	Shop	books
15557	519303	3106763	AUTO/BUS/WALK	10.391363	736890.868840	4779715.832050	0.000000	Amenity	atm
15630	513258	3054297	AUTO/BUS/WALK	30.234436	738706.414765	4777744.671286	0.000000	Shop	convenience
15855	645849	3128059	AUTO/BUS/WALK	47.415793	736414.175527	4779656.724147	0.000000	Shop	outdoor
15871	33437	3100328	AUTO/BUS/WALK	17.577045	739353.521960	4777922.112173	0.000000	Shop	convenience
16002	513258	3054297	AUTO/BUS/WALK	21.992439	738700.097860	4777738.956900	0.000000	Shop	sports
16288	512481	3104775	AUTO/BUS/WALK	31.705611	738246.867558	4777450.065411	0.000000	Shop	supermarket
16653	6842	3124032	AUTO/BUS/WALK	75.399331	737673.131006	4777406.748138	0.000000	Shop	outdoor
16674	814029	3083072	AUTO/BUS/WALK	9.643518	735007.920015	4777870.650143	0.000000	Amenity	fire_station
16689	454516	3073770	AUTO/BUS/WALK	17.095839	734430.592386	4777751.647382	0.000000	Amenity	cafe
16696	502006	3059245	AUTO/BUS/WALK	96.245784	734310.614223	4777966.478777	0.000000	Amenity	cafe
16747	512901	3058111	AUTO/BUS/WALK	37.112606	738547.961329	4777521.466840	0.000000	Shop	computer
16876	853413	3135984	AUTO/BUS/WALK	39.312737	736244.994965	4779013.211627	0.000000	Amenity	bank
16906	16917	3051074	AUTO/BUS/WALK	12.879322	740432.551417	4778965.048482	0.000000	Amenity	cafe
16957	652133	3131136	AUTO/BUS/WALK	23.223653	739384.243004	4779029.484775	0.000000	Amenity	cafe
16967	653571	3051129	AUTO/BUS/WALK	46.594007	739408.791749	4778935.395819	0.000000	Shop	photo
16969	653571	3051129	AUTO/BUS/WALK	21.418680	739379.691068	4778944.625544	0.000000	Amenity	dentist
17050	652167	3123346	AUTO/BUS/WALK	42.256032	739350.172309	4779115.032798	0.000000	Amenity	atm
17058	652167	3123346	AUTO/BUS/WALK	41.389275	739355.581812	4779120.093343	0.000000	Amenity	driving_school
17063	652156	3075380	AUTO/BUS/WALK	21.101342	739293.147964	4779115.108654	0.000000	Amenity	library
17070	16978	3051085	AUTO/BUS/WALK	27.694039	739293.236384	4779060.658303	0.000000	Amenity	pharmacy
17090	656192	3051090	AUTO/BUS/WALK	49.327518	739202.450003	4779138.699335	0.000000	Amenity	bank
17095	656192	3051090	AUTO/BUS/WALK	39.478558	739190.580506	4779137.381818	0.000000	Amenity	courthouse
17267	648520	3137791	AUTO/BUS/WALK	33.473037	739979.601018	4777246.854050	0.000000	Shop	convenience
17721	517690	3099073	AUTO/BUS/WALK	37.697953	736762.736605	4783359.907956	0.000000	Amenity	atm
17751	631885	3063854	AUTO/BUS/WALK	5.998898	736492.747870	4783621.320766	0.000000	Amenity	cafe
17758	631906	3104309	AUTO/BUS/WALK	32.483982	736486.581582	4783562.706676	0.000000	Shop	computer
18183	30377	3080250	AUTO/BUS/WALK	12.210433	739324.432562	4776054.634930	0.000000	Shop	clothes
18185	30377	3080250	AUTO/BUS/WALK	7.974526	739329.514589	4776059.583668	0.000000	Amenity	pharmacy
18193	1101691	3100867	AUTO/BUS/WALK	8.374164	739336.143440	4776013.502821	0.000000	Amenity	post_office
18547	1012956	3062521	AUTO/BUS/WALK	6.623744	740263.917865	4775995.304778	0.000000	Amenity	fuel
18557	631902	3063858	AUTO/BUS/WALK	22.118287	736537.569859	4783732.951500	0.000000	Shop	car_repair
18570	15473	3098150	AUTO/BUS/WALK	30.004407	738090.254816	4783187.574221	0.000000	Shop	motorcycle
18575	511677	3053967	AUTO/BUS/WALK	13.628461	737860.310801	4777480.651817	0.000000	Amenity	doctors
18609	125470	3090663	AUTO/BUS/WALK	31.938536	739099.511603	4776862.627678	0.000000	Shop	ticket
18615	499173	3057755	AUTO/BUS/WALK	19.439520	738707.488884	4777500.043143	0.000000	Shop	ticket
18621	125474	3093547	AUTO/BUS/WALK	8.266545	739140.248095	4776915.596500	0.000000	Office	travel_agent
18638	18635	3103652	AUTO/BUS/WALK	17.020736	739079.386486	4776717.933008	0.000000	Amenity	restaurant
18640	1104969	3093558	AUTO/BUS/WALK	11.015815	739067.225389	4776693.910536	0.000000	Amenity	pharmacy
18643	644103	3091584	AUTO/BUS/WALK	23.569037	739042.614063	4776695.460412	0.000000	Amenity	pharmacy
18649	18645	3093560	AUTO/BUS/WALK	9.018498	739046.145910	4776633.080570	0.000000	Shop	florist
18710	18706	3094957	AUTO/BUS/WALK	29.126877	738532.784430	4776160.383791	0.000000	Shop	car_parts
18730	1001858	3131492	AUTO/BUS/WALK	4.943172	738464.375081	4776140.032582	0.000000	Amenity	post_office
18783	18786	3103131	AUTO/BUS/WALK	39.598276	738128.763867	4775895.859341	0.000000	Amenity	dentist
18785	18786	3103131	AUTO/BUS/WALK	25.624543	738141.637323	4775901.490661	0.000000	Amenity	veterinary
18815	18817	3112611	AUTO/BUS/WALK	12.250426	738289.574539	4775846.646889	0.000000	Amenity	pharmacy
18823	18820	3136277	AUTO/BUS/WALK	33.059986	738303.478135	4775915.829490	0.000000	Amenity	pharmacy
18887	18896	3134878	AUTO/BUS/WALK	37.302190	738430.366414	4775354.634762	0.000000	Amenity	car_wash
18890	616107	3136976	AUTO/BUS/WALK	33.638088	738533.397250	4775335.965253	0.000000	Amenity	fuel
18947	616053	3134893	AUTO/BUS/WALK	30.638754	738268.319491	4775265.340946	0.000000	Shop	convenience
18956	611036	3103148	AUTO/BUS/WALK	7.598817	738296.595252	4775169.777828	0.000000	Shop	car_repair
18963	611300	3137964	AUTO/BUS/WALK	24.528691	738254.030988	4775173.283395	0.000000	Shop	car_repair
18986	129805	3101896	AUTO/BUS/WALK	29.835509	738168.797400	4774873.626047	0.000000	Amenity	fuel
19053	618141	3136621	AUTO/BUS/WALK	14.151873	737854.484852	4774834.025096	0.000000	Amenity	post_office
19176	19181	3087651	AUTO/BUS/WALK	13.294521	737292.467343	4774711.305505	0.000000	Shop	shoes
19335	865082	3091886	AUTO/BUS/WALK	71.930620	736262.563791	4774999.325829	0.000000	Shop	car_repair
19375	616511	3090716	AUTO/BUS/WALK	11.079164	736867.608798	4774813.758758	0.000000	Shop	car_repair
19380	620622	3061611	AUTO/BUS/WALK	20.225639	736885.204535	4774852.453697	0.000000	Amenity	fuel
19385	620360	3109180	AUTO/BUS/WALK	25.862749	737019.109135	4774911.101397	0.000000	Shop	car_repair
19390	620360	3109180	AUTO/BUS/WALK	38.392934	737005.948005	4774910.154793	0.000000	Amenity	car_wash
19518	784562	3070074	AUTO/BUS/WALK	12.095329	737725.498342	4776018.068031	0.000000	Shop	car_repair
19693	781138	3085340	AUTO/BUS/WALK	20.682036	736494.877830	4779068.083945	0.000000	Shop	computer
19700	506959	3057419	AUTO/BUS/WALK	10.342240	735885.526469	4779068.815391	0.000000	Amenity	bank
19744	6568	3104794	AUTO/BUS/WALK	30.391634	736444.927363	4777726.551396	0.000000	Shop	shoes
19751	167568	3104795	AUTO/BUS/WALK	25.536211	736516.084756	4777741.530084	0.000000	Amenity	hospital
19772	508852	3062898	AUTO/BUS/WALK	23.221091	736660.973568	4777706.263734	0.000000	Shop	clothes
19794	791869	3059943	AUTO/BUS/WALK	14.038386	736664.618788	4777657.831873	0.000000	Amenity	bank
19824	499661	3056778	AUTO/BUS/WALK	35.694260	736832.647965	4777533.427613	0.000000	Amenity	bank
19840	167213	3094678	AUTO/BUS/WALK	13.249408	736925.705598	4777564.538660	0.000000	Shop	furniture
19848	499660	3100713	AUTO/BUS/WALK	36.106726	737015.153817	4777541.774087	0.000000	Shop	travel_agency
19854	196834	3105904	AUTO/BUS/WALK	9.724039	736725.302938	4777676.029448	0.000000	Office	telecommunication
19860	167097	3104811	AUTO/BUS/WALK	20.867005	737180.032057	4777494.381620	0.000000	Office	government
19869	510955	3127494	AUTO/BUS/WALK	16.225740	737523.636771	4777457.122692	0.000000	Amenity	pharmacy
19872	785990	3058200	AUTO/BUS/WALK	8.958709	737620.826051	4777449.613588	0.000000	Shop	water_technics
19878	41957	3059185	AUTO/BUS/WALK	23.720355	737643.739278	4777406.245804	0.000000	Amenity	cafe
19888	501075	3054844	AUTO/BUS/WALK	35.278290	737731.810456	4777455.574668	0.000000	Shop	clothes
19890	512269	3134518	AUTO/BUS/WALK	27.969674	738166.324558	4777471.201784	0.000000	Amenity	pharmacy
19896	196835	3104801	AUTO/BUS/WALK	36.277763	736680.070888	4777655.755468	0.000000	Amenity	atm
19903	792103	3055912	AUTO/BUS/WALK	19.438566	738784.708980	4777356.402518	0.000000	Amenity	bank
19908	792108	3055911	AUTO/BUS/WALK	22.103335	738791.840120	4777352.838330	0.000000	Amenity	atm
20037	509628	3059912	AUTO/BUS/WALK	18.024349	736948.246628	4777644.192565	0.000000	Amenity	doctors
20042	509628	3059912	AUTO/BUS/WALK	14.138009	736949.110603	4777654.018835	0.000000	Amenity	bank
20047	509628	3059912	AUTO/BUS/WALK	8.963526	736941.612727	4777650.366702	0.000000	Amenity	school
20193	4246	3115808	AUTO/BUS/WALK	14.738864	735770.197024	4777666.612991	0.000000	Shop	photo_studio
20226	644144	3091595	AUTO/BUS/WALK	14.290115	739035.521290	4776752.044352	0.000000	Shop	hearing_aids
20235	503910	3053763	AUTO/BUS/WALK	23.537071	735058.073442	4777895.908318	0.000000	Shop	books
20241	499389	3055124	AUTO/BUS/WALK	21.636066	735019.841889	4777900.271501	0.000000	Amenity	bank
20244	499389	3055124	AUTO/BUS/WALK	15.244640	735021.483992	4777907.689059	0.000000	Amenity	atm
20250	503910	3053763	AUTO/BUS/WALK	20.831462	735053.145202	4777892.369191	0.000000	Amenity	bank
20256	499217	3134802	AUTO/BUS/WALK	32.413023	735042.679638	4777866.345030	0.000000	Amenity	bank
20293	810611	3126390	AUTO/BUS/WALK	9.139753	735930.714652	4777810.148157	0.000000	Amenity	veterinary
20346	503599	3058238	AUTO/BUS/WALK	9.638839	735006.146017	4777683.530469	0.000000	Amenity	bank
20352	503599	3058238	AUTO/BUS/WALK	15.465589	735007.459464	4777677.804895	0.000000	Amenity	restaurant
20358	198527	3116874	AUTO/BUS/WALK	83.451210	734968.101843	4777683.608473	0.000000	Amenity	atm
20365	95403	3134792	AUTO/BUS/WALK	30.070404	735012.566876	4777674.500721	0.000000	Shop	shoes
20372	503599	3058238	AUTO/BUS/WALK	24.863302	735023.489271	4777675.955976	0.000000	Shop	outdoor
20386	499704	3098242	AUTO/BUS/WALK	21.331236	735131.055770	4777646.231156	0.000000	Amenity	post_office
20389	504345	3056422	AUTO/BUS/WALK	14.324619	735166.325038	4777644.190252	0.000000	Amenity	atm
20394	499704	3098242	AUTO/BUS/WALK	45.247669	735156.185698	4777639.870793	0.000000	Amenity	bank
20401	504382	3059985	AUTO/BUS/WALK	15.187793	735162.477747	4777680.139379	0.000000	Amenity	place_of_worship
20416	500898	3118267	AUTO/BUS/WALK	22.024471	735252.037991	4777671.777804	0.000000	Amenity	cafe
20446	98142	3098246	AUTO/BUS/WALK	65.200957	735319.905798	4777610.574599	0.000000	Amenity	bank
20451	6742	3098250	AUTO/BUS/WALK	12.822925	735417.507645	4777583.345444	0.000000	Shop	travel_agency
20459	6742	3098250	AUTO/BUS/WALK	27.844701	735440.397484	4777576.764156	0.000000	Shop	hairdresser
20464	156116	3098252	AUTO/BUS/WALK	11.639925	735469.454154	4777569.706626	0.000000	Amenity	library
20475	156116	3098252	AUTO/BUS/WALK	18.501355	735479.790693	4777568.318068	0.000000	Amenity	courthouse
20481	156116	3098252	AUTO/BUS/WALK	23.565473	735485.972138	4777566.474603	0.000000	Shop	jewelry
20526	505581	3070267	AUTO/BUS/WALK	24.803932	735508.386738	4777567.049038	0.000000	Office	telecommunication
20535	501135	3071213	AUTO/BUS/WALK	4.583838	735591.997015	4777541.885077	0.000000	Amenity	cafe
20544	505690	3137789	AUTO/BUS/WALK	42.368142	735580.721057	4777513.419100	0.000000	Amenity	bank
20549	505787	3137790	AUTO/BUS/WALK	26.069508	735611.454966	4777537.031498	0.000000	Amenity	pharmacy
20558	505787	3137790	AUTO/BUS/WALK	39.208609	735624.839720	4777534.658852	0.000000	Shop	travel_agency
20564	506600	3068923	AUTO/BUS/WALK	20.497010	735840.119922	4777583.369403	0.000000	Amenity	bank
20569	506600	3068923	AUTO/BUS/WALK	27.963443	735849.511972	4777584.795256	0.000000	Amenity	atm
20572	506600	3068923	AUTO/BUS/WALK	39.884277	735860.830943	4777589.623607	0.000000	Amenity	pharmacy
20577	506600	3068923	AUTO/BUS/WALK	51.827745	735872.929778	4777592.866671	0.000000	Amenity	bank
20586	500727	3068924	AUTO/BUS/WALK	35.914981	735919.356327	4777614.232790	0.000000	Amenity	bank
20633	629869	3122818	AUTO/BUS/WALK	25.220255	736283.756293	4776300.086252	0.000000	Amenity	post_office
20679	562807	3067499	AUTO/BUS/WALK	9.580887	759794.682725	4805718.936859	0.000000	Amenity	pharmacy
20754	12173	3137496	AUTO/BUS/WALK	41.136053	758186.946877	4805101.995670	0.000000	Amenity	post_box
20884	558202	3066189	AUTO/BUS/WALK	56.912758	758130.682139	4805607.187496	0.000000	Amenity	parking
20889	576936	3086490	AUTO/BUS/WALK	51.501338	757084.356509	4806190.343907	0.000000	Amenity	school
21677	558059	3125289	AUTO/BUS/WALK	15.343031	759773.180595	4805797.739310	0.000000	Amenity	pharmacy
22280	452817	3129621	AUTO/BUS/WALK	34.215885	734033.173578	4777091.122717	0.000000	Shop	supermarket
22300	798151	3094996	AUTO/BUS/WALK	23.823564	733761.931887	4776498.542882	0.000000	Amenity	pharmacy
22303	962297	3134162	AUTO/BUS/WALK	32.934923	733854.906598	4776556.281766	0.000000	Shop	supermarket
22305	572880	3085141	AUTO/BUS/WALK	10.187968	757243.034007	4805080.451931	0.000000	Amenity	recycling
22308	563561	3067708	AUTO/BUS/WALK	51.879795	759455.999637	4805387.571281	0.000000	Amenity	school
22310	561181	3066969	AUTO/BUS/WALK	32.789792	761025.415098	4806764.705003	0.000000	Amenity	school
22312	561436	3067176	AUTO/BUS/WALK	43.192923	760795.679167	4806705.597059	0.000000	Amenity	hospital
22314	12099	3066968	AUTO/BUS/WALK	25.758943	761053.445268	4806818.823738	0.000000	Shop	convenience
22316	572724	3068811	AUTO/BUS/WALK	45.957729	757213.958521	4804961.345218	0.000000	Amenity	pharmacy
22318	21573	3070367	AUTO/BUS/WALK	23.033661	757126.044201	4804885.980339	0.000000	Amenity	cafe
22563	561722	3088483	AUTO/BUS/WALK	14.846733	761914.192970	4807788.389049	0.000000	Amenity	fast_food
22570	561423	3067171	AUTO/BUS/WALK	5.299062	760484.826215	4806760.660932	0.000000	Amenity	hospital
22577	561488	3067187	AUTO/BUS/WALK	32.344386	760698.163267	4806617.718953	0.000000	Amenity	post_office
22620	88039	3117883	AUTO/BUS/WALK	43.874929	766885.620269	4808473.352340	0.000000	Shop	convenience
22622	572811	3085019	AUTO/BUS/WALK	38.713022	757451.497050	4805073.109374	0.000000	Amenity	school
22625	572073	3070366	AUTO/BUS/WALK	47.376798	757157.721169	4804877.709361	0.000000	Shop	convenience
22963	636486	3052687	AUTO/BUS/WALK	27.845264	737125.135768	4778977.699742	0.000000	Amenity	pharmacy
22973	19220	3137635	AUTO/BUS/WALK	21.996048	737157.434756	4778881.161656	0.000000	Shop	supermarket
22976	19231	3114215	AUTO/BUS/WALK	109.813343	736961.152445	4778968.535117	0.000000	Shop	supermarket
23056	198862	3077399	AUTO/BUS/WALK	11.000154	737500.751272	4778931.952246	0.000000	Shop	convenience
23122	530646	3061154	AUTO/BUS/WALK	49.066282	737236.804509	4783106.819076	0.000000	Amenity	parking
23128	517623	3055327	AUTO/BUS/WALK	21.381767	736699.493587	4782969.468557	0.000000	Amenity	cinema
23137	501622	3106875	AUTO/BUS/WALK	53.583085	734078.250862	4778175.036977	0.000000	Amenity	fast_food
23166	531392	3080317	AUTO/BUS/WALK	56.915024	737055.767163	4783095.170821	0.000000	Amenity	cafe
23169	531194	3081038	AUTO/BUS/WALK	21.939056	737026.130015	4783079.760544	0.000000	Amenity	restaurant
23183	635658	3077057	AUTO/BUS/WALK	12.988815	737145.825964	4779184.186320	0.000000	Shop	convenience
23186	635535	3077596	AUTO/BUS/WALK	63.704791	737320.018408	4779313.235224	0.000000	Shop	convenience
23193	687038	3120804	AUTO/BUS/WALK	26.084054	737014.034034	4779028.974571	0.000000	Amenity	hospital
23232	8126	3087350	AUTO/BUS/WALK	31.403952	737231.870801	4779310.720409	0.000000	Shop	convenience
23258	688246	3123710	AUTO/BUS/WALK	27.043120	736887.397072	4779493.243901	0.000000	Shop	convenience
23261	23051	3077710	AUTO/BUS/WALK	21.535409	737762.063234	4778727.450106	0.000000	Shop	doityourself
23297	95205	3124962	AUTO/BUS/WALK	30.306953	737803.148658	4778689.832260	0.000000	Shop	supermarket
23311	641202	3100471	AUTO/BUS/WALK	27.252569	736316.710236	4779132.619724	0.000000	Amenity	hospital
23314	686993	3077707	AUTO/BUS/WALK	29.279517	737725.469545	4778768.705336	0.000000	Shop	mobile_phone
23414	23428	3122433	AUTO/BUS/WALK	12.302938	737590.345751	4779035.341586	0.000000	Amenity	pharmacy
23416	782557	3070673	AUTO/BUS/WALK	17.967070	737285.855837	4778795.754834	0.000000	Shop	convenience
23454	23428	3122433	AUTO/BUS/WALK	29.217973	737602.705589	4779021.439607	0.000000	Shop	convenience
23500	688246	3123710	AUTO/BUS/WALK	22.330073	736887.127420	4779500.762407	0.000000	Shop	convenience
23662	661062	3063349	AUTO/BUS/WALK	36.424151	736772.883867	4779550.174289	0.000000	Amenity	pharmacy
23664	519324	3071040	AUTO/BUS/WALK	24.380940	736942.917446	4779625.895876	0.000000	Amenity	pharmacy
24048	508764	3059415	AUTO/BUS/WALK	21.026778	736573.547502	4778248.523637	0.000000	Amenity	clinic
24059	771734	3059344	AUTO/BUS/WALK	19.707066	736502.810594	4778356.983899	0.000000	Amenity	clinic
24087	522628	3057941	AUTO/BUS/WALK	17.022450	736163.924285	4777718.708443	0.000000	Amenity	nightclub
24152	158572	3112408	AUTO/BUS/WALK	76.627927	734814.872412	4777850.874297	0.000000	Amenity	pharmacy
24157	499901	3056653	AUTO/BUS/WALK	17.700642	734757.849832	4778004.867220	0.000000	Shop	hairdresser
24181	454688	3072699	AUTO/BUS/WALK	19.206826	733169.251247	4776320.622607	0.000000	Amenity	fire_station
24439	696982	3127526	AUTO/BUS/WALK	27.165098	730295.540504	4769989.336621	0.000000	Shop	ticket
24839	24802	3092590	AUTO/BUS/WALK	38.085568	739666.695527	4777735.666142	0.000000	Leisure	sports_centre
24894	540542	3111487	AUTO/BUS/WALK	33.707583	737933.915739	4782514.156563	0.000000	Amenity	pharmacy
24897	540532	3128016	AUTO/BUS/WALK	22.749365	737936.328776	4782718.209052	0.000000	Shop	supermarket
25223	445864	3060454	AUTO/BUS/WALK	16.769313	734707.010329	4777518.486570	0.000000	Amenity	cafe
25227	445864	3060454	AUTO/BUS/WALK	12.854533	734709.539642	4777522.154054	0.000000	Amenity	atm
25758	558945	3065963	AUTO/BUS/WALK	36.242446	758449.366986	4805323.083250	0.000000	Amenity	cinema
25777	571573	3085271	AUTO/BUS/WALK	52.745579	757369.832243	4805267.169141	0.000000	Amenity	restaurant
25780	564231	3067856	AUTO/BUS/WALK	24.777480	758280.408460	4804892.177690	0.000000	Amenity	hospital
25918	557487	3066090	AUTO/BUS/WALK	13.908834	758158.418972	4805286.977952	0.000000	Shop	convenience
25921	558279	3065817	AUTO/BUS/WALK	25.631837	758212.949027	4805294.689901	0.000000	Amenity	cafe
27049	650418	3092574	AUTO/BUS/WALK	18.136631	739444.030616	4777826.248395	0.000000	Amenity	post_office
28023	558882	3065863	AUTO/BUS/WALK	22.721428	758392.822180	4805287.841295	0.000000	Amenity	hospital
28026	557497	3094279	AUTO/BUS/WALK	36.223961	758326.410331	4805498.747617	0.000000	Amenity	dentist
28053	654214	3114280	AUTO/BUS/WALK	15.156026	740622.432357	4778586.348078	0.000000	Shop	supermarket
28056	653525	3051280	AUTO/BUS/WALK	27.716166	740105.198735	4778235.449102	0.000000	Shop	supermarket
28068	28104	3123344	AUTO/BUS/WALK	24.355273	739445.990001	4779053.105081	0.000000	Amenity	Issuing orders
28071	639734	3078176	AUTO/BUS/WALK	28.993427	739064.527174	4779225.483811	0.000000	Amenity	pub
28086	639849	3114039	AUTO/BUS/WALK	35.219402	739168.131262	4779515.743588	0.000000	Amenity	hospital
28090	16970	3131120	AUTO/BUS/WALK	31.171931	739633.825206	4778998.762911	0.000000	Amenity	pharmacy
28276	28277	3131740	AUTO/BUS/WALK	26.583373	739727.864970	4776573.400001	0.000000	Shop	electronics
28339	650232	3109000	AUTO/BUS/WALK	65.393569	738974.785737	4777521.498083	0.000000	Shop	doityourself
28344	503296	3053706	AUTO/BUS/WALK	51.135340	734909.533307	4779134.014250	0.000000	Shop	dive
28350	513523	3055918	AUTO/BUS/WALK	19.353601	738893.302002	4777350.011385	0.000000	Shop	dry_cleaning
29730	452403	3071804	AUTO/BUS/WALK	18.445618	733816.547356	4776871.058188	0.000000	Amenity	restaurant
30019	645177	3114906	AUTO/BUS/WALK	37.340213	739206.596335	4777310.583593	0.000000	Shop	car_repair
30086	467440	3095911	AUTO/BUS/WALK	17.911537	739272.418783	4777125.993979	0.000000	Shop	car_repair
30091	467440	3095911	AUTO/BUS/WALK	10.957922	739261.756769	4777133.114377	0.000000	Amenity	car_wash
30099	59982	3114910	AUTO/BUS/WALK	19.199443	739326.531490	4777120.677157	0.000000	Shop	convenience
30334	29917	3111057	AUTO/BUS/WALK	68.256514	739548.766975	4776696.749148	0.000000	Shop	doityourself
30337	1104634	3111056	AUTO/BUS/WALK	24.316046	739609.966337	4776655.432974	0.000000	Shop	convenience
30340	132848	3138365	AUTO/BUS/WALK	35.116151	739645.668283	4776549.093314	0.000000	Shop	deli
30346	603452	3133535	AUTO/BUS/WALK	28.316943	739629.189379	4776360.979589	0.000000	Shop	convenience
31958	10745	3069378	AUTO/BUS/WALK	28.077040	739807.253711	4776540.164229	0.000000	Amenity	waste_disposal
31992	513399	3055915	AUTO/BUS/WALK	57.827738	738825.913967	4777344.591690	0.000000	Office	telecommunication
31996	40837	3092543	AUTO/BUS/WALK	37.910793	738963.863767	4777370.865951	0.000000	Amenity	atm
32034	200466	3069778	AUTO/BUS/WALK	15.621277	739136.831571	4777419.321243	0.000000	Shop	convenience
32038	40836	3092541	AUTO/BUS/WALK	18.551518	738962.349027	4777400.357831	0.000000	Amenity	fast_food
32063	650261	3092549	AUTO/BUS/WALK	24.509474	738937.808276	4777617.687770	0.000000	Amenity	pharmacy
32066	139604	3123423	AUTO/BUS/WALK	43.615268	738930.824018	4777523.659501	0.000000	Shop	bakery
32071	650261	3092549	AUTO/BUS/WALK	80.697874	738956.448486	4777544.940322	0.000000	Shop	supermarket
32105	593032	3060629	AUTO/BUS/WALK	29.902868	751773.837482	4802226.304141	0.000000	Shop	convenience
32179	536018	3104011	AUTO/BUS/WALK	61.159666	738720.213133	4783613.610815	0.000000	Shop	hardware
32182	536018	3104011	AUTO/BUS/WALK	37.993993	738663.296568	4783633.041315	0.000000	Shop	hardware
32185	535988	3071182	AUTO/BUS/WALK	71.329729	738643.941045	4783637.455054	0.000000	Shop	hardware
32188	535124	3071181	AUTO/BUS/WALK	102.975213	738586.027527	4783656.083925	0.000000	Shop	hardware
32191	535124	3071181	AUTO/BUS/WALK	83.563314	738565.914975	4783662.128167	0.000000	Shop	hardware
32202	534921	3104179	AUTO/BUS/WALK	24.742366	738593.299529	4783718.164949	0.000000	Shop	hardware
32205	536025	3060396	AUTO/BUS/WALK	24.524791	738691.192061	4783722.511422	0.000000	Shop	hardware
32362	655059	3051875	AUTO/BUS/WALK	44.652035	740709.344184	4778958.688801	0.000000	Amenity	cafe
32385	655272	3051947	AUTO/BUS/WALK	2.811609	740724.305665	4778998.826700	0.000000	Amenity	cafe
32389	655059	3051870	AUTO/BUS/WALK	7.423589	740664.510394	4778967.991079	0.000000	Amenity	fast_food
32393	894587	3076725	AUTO/BUS/WALK	11.375640	740573.267527	4778943.573516	0.000000	Amenity	fast_food
32472	717961	3093140	AUTO/BUS/WALK	12.298777	740721.448969	4778468.349783	0.000000	Shop	convenience
32474	654966	3051801	AUTO/BUS/WALK	18.208233	741112.422069	4778812.182648	0.000000	Amenity	toilets
32476	33031	3124184	AUTO/BUS/WALK	16.019722	740589.315275	4779005.789091	0.000000	Amenity	toilets
32479	17420	3120448	AUTO/BUS/WALK	7.973903	740575.863330	4778952.638960	0.000000	Shop	car
32482	38274	3076718	AUTO/BUS/WALK	22.568259	740589.791398	4778884.609965	0.000000	Shop	car
